"Year","Month","Day","Hour","AirQuality","DewPoint","Temperature","Pressure","Wind","Snow","Rain"
0.75,1,1,0.8260869565217391,0.022132796780684104,0.3088235294117647,0.4262295081967213,0.4,0.02346200980392157,0,0
0.75,1,1,0.8695652173913043,0.018108651911468814,0.27941176470588236,0.4262295081967213,0.41818181818181815,0.024466911764705883,0,0
0.75,1,1,0.9130434782608695,0.023138832997987926,0.27941176470588236,0.4262295081967213,0.41818181818181815,0.02565359477124183,0,0
0.75,1,1,0.9565217391304348,0.02012072434607646,0.27941176470588236,0.4098360655737705,0.41818181818181815,0.026658496732026145,0,0
0.75,1,1,1,0.023138832997987926,0.29411764705882354,0.4262295081967213,0.41818181818181815,0.028118872549019604,0,0
1,0,0,0,0.02414486921529175,0.29411764705882354,0.4262295081967213,0.41818181818181815,0.029305555555555553,0,0
1,0,0,0.043478260869565216,0.05331991951710262,0.29411764705882354,0.4262295081967213,0.4,0.030126633986928105,0,0
1,0,0,0.08695652173913043,0.06539235412474849,0.29411764705882354,0.4098360655737705,0.4,0.030947712418300657,0,0
1,0,0,0.13043478260869565,0.07042253521126761,0.29411764705882354,0.4098360655737705,0.4,0.031313316993464055,0,0
1,0,0,0.17391304347826086,0.079476861167002,0.3235294117647059,0.36065573770491804,0.38181818181818183,0.00018178104575163398,0,0
1,0,0,0.21739130434782608,0.0925553319919517,0.3235294117647059,0.3770491803278688,0.38181818181818183,0.00857843137254902,0,0
1,0,0,0.2608695652173913,0.10663983903420524,0.3088235294117647,0.4098360655737705,0.38181818181818183,0.0018259803921568626,0,0
1,0,0,0.30434782608695654,0.07545271629778671,0.3088235294117647,0.4098360655737705,0.4,0.03451797385620915,0,0
1,0,0,0.34782608695652173,0.05835010060362173,0.3235294117647059,0.4098360655737705,0.4,0.004473039215686274,0,0
1,0,0,0.391304347826087,0.03319919517102616,0.3235294117647059,0.4262295081967213,0.41818181818181815,0.005477941176470588,0,0
